clase,time_s2,fecha_s2,lat,lon,ndvi,ndbi,scl_pct,no2,so2,o3,texto,era5_T2m,era5_Td2m,era5_u10,era5_v10,era5_BLH,era5_RH850,era5_psurf,era5_precip,modis_AOD_047,modis_AOD_055,modis_WV,dist_z_vegetacion_ndvi_ndbi_scl
contaminacion_alta_SO2,20230720T153629_20230720T153804_T18NUJ,2023-07-20 15:36:29,3.584727141278981,-76.4415102814488,0.668830394744873,-0.24151821434497833,1.0,7.648326572962105e-06,0.00040048040682449937,0.11785438656806946,"Zona con SO2 alto (4.00e-04 mol/m2), posible influencia industrial o combustión.",297.50164794921875,292.1857604980469,-0.0054100751876831055,-1.442461371421814,677.419921875,81.76835632324219,85866.6875,4.8053450882434845e-05,0.0986521765589714,0.0706956535577774,3.901400089263916,0.8609606460530635
contaminacion_alta_SO2,20210720T153619_20210720T154204_T18NUJ,2021-07-20 15:36:19,3.438032255382332,-76.60617147303027,0.7179077863693237,-0.3191489577293396,0.9384765625,5.662479452439584e-06,0.000827430107165128,0.117372065782547,"Zona con SO2 alto (8.27e-04 mol/m2), posible influencia industrial o combustión.",298.1300964355469,294.7645568847656,0.7260012626647949,-0.6937553882598877,681.308349609375,94.72335815429688,85157.5078125,0.00035486649721860886,0.27369046211242676,0.19740474224090576,2.6982598304748535,0.8793580335324265
contaminacion_alta_SO2,20210804T153621_20210804T154132_T18NUJ,2021-08-04 15:36:21,3.3169393550830772,-76.61093254403617,0.7135573625564575,-0.30488714575767517,1.0,-2.5513500077067874e-06,0.00024036833201535046,0.11617408692836761,"Zona con SO2 alto (2.40e-04 mol/m2), posible influencia industrial o combustión.",296.9025573730469,290.8732604980469,-0.15771234035491943,-0.6030298471450806,981.156005859375,89.47149658203125,85447.578125,3.6951154470443726e-05,,,1.689150094985962,0.9008092905371446
contaminacion_alta_SO2,20210804T153621_20210804T154132_T18NUJ,2021-08-04 15:36:21,3.4325525321492054,-76.61605294115573,0.6569990515708923,-0.27427536249160767,1.0,2.0181789295747876e-05,0.000488996971398592,0.1155293807387352,"Zona con SO2 alto (4.89e-04 mol/m2), posible influencia industrial o combustión.",296.9025573730469,290.8732604980469,-0.15771234035491943,-0.6030298471450806,981.156005859375,89.47149658203125,85447.578125,3.6951154470443726e-05,0.1359090954065323,0.09772727638483047,1.8343998193740845,0.9033443948508764
contaminacion_alta_SO2,20210720T153619_20210720T154204_T18NUJ,2021-07-20 15:36:19,3.414855721052059,-76.35509235111526,0.6683744192123413,-0.23411990702152252,0.998046875,2.184878940170165e-05,0.00036740500945597887,0.1180877685546875,"Zona con SO2 alto (3.67e-04 mol/m2), posible influencia industrial o combustión.",301.34649658203125,291.0108947753906,-0.3716084957122803,-0.749953031539917,709.142578125,71.94320678710938,89292.8984375,0.0,0.3026086986064911,0.21856524050235748,2.2947399616241455,0.9054105759427601
contaminacion_alta_SO2,20231127T153619_20231127T153621_T18NUJ,2023-11-27 15:36:19,3.55786751428382,-76.60437484246201,0.6715662479400635,-0.32565444707870483,0.914794921875,9.58938107942231e-06,0.0002226613723905757,0.11275067925453186,"Zona con SO2 alto (2.23e-04 mol/m2), posible influencia industrial o combustión.",297.5157470703125,294.99139404296875,1.6433225870132446,-0.9348576068878174,421.1556396484375,92.15499877929688,90542.2734375,0.00029283855110406876,0.27900001406669617,0.20100000500679016,2.192620038986206,0.9159497443864774
contaminacion_alta_SO2,20230106T153621_20230106T154157_T18NUJ,2023-01-06 15:36:21,3.305261256389529,-76.49882279657645,0.6640603542327881,-0.21199819445610046,0.8896484375,5.279687229631236e-06,0.0004987301654182374,0.11727023124694824,"Zona con SO2 alto (4.99e-04 mol/m2), posible influencia industrial o combustión.",296.3822021484375,292.73541259765625,-0.207305908203125,-0.04676923155784607,514.6702880859375,91.89962005615234,89633.6328125,2.322625368833542e-05,0.3830000162124634,0.2770000100135803,3.6272997856140137,0.924366827029457
contaminacion_alta_SO2,20211127T153619_20211127T153730_T18NUJ,2021-11-27 15:36:19,3.3884452516989576,-76.38940799496912,0.6576365232467651,-0.2214735448360443,0.83154296875,1.5922290913295e-05,0.0010199586395174265,0.11153212934732437,"Zona con SO2 alto (1.02e-03 mol/m2), posible influencia industrial o combustión.",296.38671875,293.8414611816406,0.006106674671173096,-1.4694163799285889,508.5621337890625,87.55961608886719,89531.40625,0.0005170237272977829,0.3012999892234802,0.21774999797344208,2.8389198780059814,0.9329219331849188
contaminacion_alta_SO2,20230620T153619_20230620T153915_T18NUJ,2023-06-20 15:36:19,3.6000883326374176,-76.41150655095878,0.6570003032684326,-0.28634560108184814,1.0,1.5186813470791094e-05,0.00020191336807329208,0.11695791780948639,"Zona con SO2 alto (2.02e-04 mol/m2), posible influencia industrial o combustión.",296.3738098144531,291.8514404296875,0.20491743087768555,-0.438360333442688,609.026123046875,83.25297546386719,85779.6875,0.00025639496743679047,0.23776188492774963,0.17123809456825256,3.066119909286499,0.9367512198076465
contaminacion_alta_SO2,20211202T153621_20211202T154056_T18NUJ,2021-12-02 15:36:21,3.544572448078857,-76.57284397598896,0.6606639623641968,-0.3161317706108093,0.943359375,,0.0006156758172437549,0.11069180071353912,"Zona con SO2 alto (6.16e-04 mol/m2), posible influencia industrial o combustión.",296.7073669433594,295.6790466308594,1.902843713760376,-0.4125499129295349,473.98095703125,87.23382568359375,90695.34375,0.001726997084915638,0.42979997396469116,0.31220000982284546,1.8985800743103027,0.9405837464755211
contaminacion_alta_SO2,20230804T153621_20230804T153815_T18NUJ,2023-08-04 15:36:21,3.3118189579635984,-76.55802177380077,0.7182161808013916,-0.2276577651500702,1.0,4.162960067333188e-06,0.0003505126223899424,0.12318173050880432,"Zona con SO2 alto (3.51e-04 mol/m2), posible influencia industrial o combustión.",297.0424499511719,291.40216064453125,-0.34723424911499023,-0.6693192720413208,907.152587890625,87.875732421875,85322.8359375,5.943514406681061e-05,0.027900001034140587,0.019700001925230026,3.2679500579833984,0.9493589358885195
contaminacion_alta_SO2,20240828T153621_20240828T154039_T18NUJ,2024-08-28 15:36:21,3.6079935071376656,-76.42336431270932,0.6518869400024414,-0.2609824538230896,1.0,2.1550589735852554e-05,0.0002821574453264475,0.12720094621181488,"Zona con SO2 alto (2.82e-04 mol/m2), posible influencia industrial o combustión.",298.5787353515625,292.4384765625,-0.11924028396606445,-1.0243885517120361,685.70361328125,86.6096420288086,86002.71875,0.0,0.2643333375453949,0.19077081978321075,3.959399938583374,0.9613152039775651
contaminacion_alta_SO2,20240828T153621_20240828T154039_T18NUJ,2024-08-28 15:36:21,3.38808592558531,-76.33784469765992,0.6566913723945618,-0.23739202320575714,1.0,2.204096927016508e-05,0.0003226778644602746,0.12548190355300903,"Zona con SO2 alto (3.23e-04 mol/m2), posible influencia industrial o combustión.",301.607666015625,292.4993591308594,-1.0392229557037354,-0.6778280735015869,777.330322265625,78.2307357788086,89505.9375,0.0,0.20391997694969177,0.14664000272750854,3.600360155105591,0.9959405662736087
contaminacion_alta_SO2,20230106T153621_20230106T154157_T18NUJ,2023-01-06 15:36:21,3.4723478992356815,-76.31089523913595,0.648045003414154,-0.27301549911499023,1.0,1.4882719369779807e-05,0.0002809522266034037,0.117057666182518,"Zona con SO2 alto (2.81e-04 mol/m2), posible influencia industrial o combustión.",296.3822021484375,292.73541259765625,-0.207305908203125,-0.04676923155784607,514.6702880859375,91.89962005615234,89633.6328125,2.322625368833542e-05,0.44866666197776794,0.3256666362285614,3.6623497009277344,1.0065493371806293
contaminacion_alta_SO2,20240818T153631_20240818T153625_T18NUK,2024-08-18 15:36:31,3.5632574059885345,-76.57410161738675,0.6566803455352783,-0.22513166069984436,0.7890625,1.2604530638782308e-05,0.0002289450931129977,0.1282360702753067,"Zona con SO2 alto (2.29e-04 mol/m2), posible influencia industrial o combustión.",299.6259765625,294.4966125488281,1.5086499452590942,-1.2323594093322754,582.0498046875,90.69992065429688,90670.9296875,0.00015713274478912354,0.09790624678134918,0.0703125,1.8725999593734741,1.0156780378592445
contaminacion_alta_SO2,20241012T153629_20241012T154017_T18NUJ,2024-10-12 15:36:29,3.6081731701944895,-76.37305865679791,0.7313159108161926,-0.30295002460479736,1.0,1.857008464867249e-05,0.00018310190353076905,0.125518798828125,"Zona con SO2 alto (1.83e-04 mol/m2), posible influencia industrial o combustión.",296.62152099609375,292.1092529296875,0.91754150390625,-1.6414794921875,709.0966796875,91.6767578125,85999.890625,3.7670135498046875e-05,0.4855714440345764,0.35271427035331726,2.9476001262664795,1.025168495205011
contaminacion_alta_SO2,20240410T153631_20240410T153706_T18NUJ,2024-04-10 15:36:31,3.31002232739536,-76.37620276029237,0.6571124792098999,-0.2314460724592209,1.0,1.8902803276432678e-05,0.000873490353114903,0.1144905611872673,"Zona con SO2 alto (8.73e-04 mol/m2), posible influencia industrial o combustión.",299.2322082519531,294.4569396972656,0.10616874694824219,-1.4335540533065796,621.5302734375,81.9902114868164,89390.625,7.171183824539185e-07,0.4302000105381012,0.31279999017715454,2.7596001625061035,1.0301773004423505
contaminacion_alta_SO2,20210720T153619_20210720T154204_T18NUJ,2021-07-20 15:36:19,3.4365051193993295,-76.44177977603404,0.6779108643531799,-0.2145008146762848,1.0,1.89797628991073e-05,0.0005318307667039335,0.11857037991285324,"Zona con SO2 alto (5.32e-04 mol/m2), posible influencia industrial o combustión.",301.34649658203125,291.0108947753906,-0.3716084957122803,-0.749953031539917,709.142578125,71.94320678710938,89292.8984375,0.0,0.21144001185894012,0.15203998982906342,2.394439935684204,1.03036072936019
contaminacion_alta_SO2,20210501T153619_20210501T153854_T18NUJ,2021-05-01 15:36:19,3.536936768163845,-76.63527688823616,0.7123907208442688,-0.21513107419013977,1.0,7.211756383185275e-06,0.00018170414841733873,0.1138824075460434,"Zona con SO2 alto (1.82e-04 mol/m2), posible influencia industrial o combustión.",296.4656677246094,295.5431213378906,1.6420862674713135,-0.5102521777153015,613.6385498046875,75.9790267944336,90918.0546875,0.0006389804184436798,0.30799999833106995,0.22300000488758087,2.0801801681518555,1.0316503744092391
contaminacion_alta_SO2,20210501T153619_20210501T153854_T18NUJ,2021-05-01 15:36:19,3.4317440483934982,-76.37449596125252,0.7418941259384155,-0.2933271527290344,0.9912109375,1.791321119526401e-05,0.00031646605930291116,0.11488500237464905,"Zona con SO2 alto (3.16e-04 mol/m2), posible influencia industrial o combustión.",296.81103515625,290.7837829589844,-0.5861790180206299,-1.0797805786132812,724.8935546875,61.649810791015625,89709.0,-1.862645149230957e-09,0.4011666774749756,0.29114583134651184,3.032100200653076,1.0534967322650282
contaminacion_alta_SO2,20230106T153621_20230106T154157_T18NUJ,2023-01-06 15:36:21,3.5351401375956066,-76.381772315054,0.6432560682296753,-0.2528894543647766,0.9931640625,2.3405566025758162e-05,0.0002273151185363531,0.11756348609924316,"Zona con SO2 alto (2.27e-04 mol/m2), posible influencia industrial o combustión.",294.8799133300781,291.1088562011719,0.7147881984710693,-0.0731053352355957,452.0496826171875,92.17987823486328,86074.1640625,0.00020063947886228561,0.4950000047683716,0.35899999737739563,3.6132802963256836,1.060048371237991
contaminacion_alta_SO2,20240818T153631_20240818T153625_T18NUJ,2024-08-18 15:36:31,3.4247371891773692,-76.3506007746946,0.7250603437423706,-0.3143959939479828,1.0,2.037281774391886e-05,0.00018014991655945778,0.12778215110301971,"Zona con SO2 alto (1.80e-04 mol/m2), posible influencia industrial o combustión.",301.1748352050781,291.9815673828125,-0.6368110179901123,-0.8983983993530273,781.08740234375,80.24388122558594,89448.8984375,0.0,0.212714284658432,0.15316665172576904,2.872619867324829,1.0603761740773818
contaminacion_alta_SO2,20240818T153631_20240818T153625_T18NUK,2024-08-18 15:36:31,3.5603827970793533,-76.57356262821627,0.7168617248535156,-0.214572936296463,1.0,1.2604530638782308e-05,0.0002289450931129977,0.1282360702753067,"Zona con SO2 alto (2.29e-04 mol/m2), posible influencia industrial o combustión.",299.6259765625,294.4966125488281,1.5086499452590942,-1.2323594093322754,582.0498046875,90.69992065429688,90670.9296875,0.00015713274478912354,0.09790624678134918,0.0703125,1.8725999593734741,1.0604654452411086
contaminacion_alta_SO2,20230720T153629_20230720T153804_T18NUJ,2023-07-20 15:36:29,3.338049764259876,-76.55505733336314,0.7133864164352417,-0.2127189338207245,1.0,1.8236905816593207e-05,0.0002602785243652761,0.11678193509578705,"Zona con SO2 alto (2.60e-04 mol/m2), posible influencia industrial o combustión.",297.732177734375,292.2486267089844,1.054013967514038,-1.0809555053710938,679.923095703125,88.43219757080078,85218.609375,0.00023093167692422867,0.07184000313282013,0.05135999992489815,3.371959924697876,1.0608272382987551
contaminacion_alta_SO2,20210804T153621_20210804T154132_T18NUJ,2021-08-04 15:36:21,3.3993148666367987,-76.61937670770702,0.7081542015075684,-0.3253737688064575,1.0,-4.27642953582108e-06,0.0006105364300310612,0.11616774648427963,"Zona con SO2 alto (6.11e-04 mol/m2), posible influencia industrial o combustión.",296.9025573730469,290.8732604980469,-0.15771234035491943,-0.6030298471450806,981.156005859375,89.47149658203125,85447.578125,3.6951154470443726e-05,,,1.559499979019165,1.0726195471230568
contaminacion_alta_SO2,20230829T153619_20230829T153712_T18NUJ,2023-08-29 15:36:19,3.516724674271165,-76.6063511360871,0.6684378385543823,-0.2150597870349884,1.0,6.572001439053565e-06,0.000500774709507823,0.12343324720859528,"Zona con SO2 alto (5.01e-04 mol/m2), posible influencia industrial o combustión.",298.9634704589844,294.2997741699219,0.7684611082077026,-1.7010366916656494,601.651123046875,85.5428466796875,90791.1875,0.0003722403198480606,0.20876923203468323,0.15015384554862976,2.3085601329803467,1.0756724523510521
contaminacion_alta_SO2,20230804T153621_20230804T153815_T18NUJ,2023-08-04 15:36:21,3.327000486265211,-76.5765270686539,0.7341136336326599,-0.22816650569438934,1.0,4.162960067333188e-06,0.0003505126223899424,0.12300124764442444,"Zona con SO2 alto (3.51e-04 mol/m2), posible influencia industrial o combustión.",297.0424499511719,291.40216064453125,-0.34723424911499023,-0.6693192720413208,907.152587890625,87.875732421875,85322.8359375,5.943514406681061e-05,0.029760001227259636,0.021159999072551727,3.1384999752044678,1.0791216246755726
contaminacion_alta_SO2,20210804T153621_20210804T154132_T18NUJ,2021-08-04 15:36:21,3.4415356849903964,-76.60653079914393,0.699575662612915,-0.3132672905921936,0.73193359375,2.3703814804321155e-05,0.0005149697535671294,0.11558809876441956,"Zona con SO2 alto (5.15e-04 mol/m2), posible influencia industrial o combustión.",296.9025573730469,290.8732604980469,-0.15771234035491943,-0.6030298471450806,981.156005859375,89.47149658203125,85447.578125,3.6951154470443726e-05,0.202266663312912,0.14566665887832642,1.899380087852478,1.0884345020508686
